Title,PubDate,Author,,,,,,,,,,,,,,,,,,,,,
"Live and Let Live; or, Domestic Service Illustrated (1837)",1837,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"Married or Single? (1857) [Volume 1]: a
 machine-readable transcript",1857,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"Married or Single? (1857) [Volume 2]: a
 machine-readable transcript",1857,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
The Poor Rich Man and the Rich Poor Man (1836),1836,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"Redwood: A Tale, Volume 1 (1824)",1824,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"Redwood: A Tale, Volume 2 (1824)",1824,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"Redwood: A Tale, Volume 3 (1824)",1824,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"Marjorie Daw, and Other People. (1873)",1873,"Aldrich, Thomas Bailey, 1836-1907",,,,,,,,,,,,,,,,,,,,,
"The Travellers: A Tale, Designed for Young People (1825)",1825,"Sedgwick, Catharine Maria, 1789-1867",,,,,,,,,,,,,,,,,,,,,
"Knitting-Work: A Web of Many Textures, Wrought by Ruth
 Partington (B. P. Shillaber). (1859)",1859,"Shillaber, B. P. (Benjamin Penhallow), 1814-1890",,,,,,,,,,,,,,,,,,,,,
"Life and Sayings of Mrs. Partington and Others of the Family.
 Edited by B. P. Shillaber... (1854)",1854,"Shillaber, B. P. (Benjamin Penhallow), 1814-1890",,,,,,,,,,,,,,,,,,,,,
Lucy Howard's Journal. (1858),1858,"Sigourney, L. H. (Lydia Howard), 1791-1865",,,,,,,,,,,,,,,,,,,,,
Myrtis: With Other Etchings and Sketchings (1846),1846,"Sigourney, L. H. (Lydia Howard), 1791-1865",,,,,,,,,,,,,,,,,,,,,
"Sketch of Connecticut, Forty Years Since (1824)",1824,"Sigourney, L. H. (Lydia Howard), 1791-1865",,,,,,,,,,,,,,,,,,,,,
Sketches . . . (1836),1836,"Sigourney, L. H. (Lydia Howard), 1791-1865",,,,,,,,,,,,,,,,,,,,,
Water-Drops . . . (1848),1848,"Sigourney, L. H. (Lydia Howard), 1791-1865",,,,,,,,,,,,,,,,,,,,,
"Edgar Huntly, volume 1 (1799)",1799,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"As Good a Comedy; or, The Tennessean's Story. By an Editor.
 (1852)",1852,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Beauchampe, volume 1 (1842)",1842,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Beauchampe, volume 2 (1842)",1842,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Border Beagles: A Tale of Mississippi, Volume 1 (1840)",1840,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Border Beagles: A Tale of Mississippi, Volume 2 (1840)",1840,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Carl Werner, an Imaginative Story: With Other Tales of
 Imagination, Volume 1 (1838)",1838,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Carl Werner, an Imaginative Story: With Other Tales of
 Imagination, Volume 2 (1838)",1838,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
The Cassique of Kiawah: A Colonial Romance. (1859),1859,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Edgar Huntly, volume 2 (1799)",1799,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"Charlemont; or, The Pride of the Village. A Tale of Kentucky.
 (1856)",1856,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Count Julian; or, The Last Days of the Goth (1845)",1845,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Damsel of Darien, Volume 1 (1839)",1839,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Damsel of Darien, Volume 2 (1839)",1839,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Eutaw. A Sequel to The Forayers, or, The Raid of the Dog-Days.
 A Tale of the Revolution. (1856): a machine-readable
 transcript",1856,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Forayers; or, The Raid of the Dog-Days. (1855): a
 machine-readable transcript",1855,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Golden Christmas: A Chronicle of St. John's, Berkeley.
 Compiled from the Notes of a Briefless Barrister. (1852): a
 machine-readable transcript",1852,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Guy Rivers: A Tale of Georgia, Volume 1 . . . (1834)",1834,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Guy Rivers: A Tale of Georgia, Volume 2 . . . (1834)",1834,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Edgar Huntly, volume 3 (1799)",1799,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"Helen Halsey; or, The Swamp State of Conelachita. A Tale of the
 Borders (1845)",1845,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Kinsmen; or, The Black Riders of Congaree, Volume 1
 (1841)",1841,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Kinsmen; or, The Black Riders of Congaree, Volume 2
 (1841)",1841,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Lily and the Totem; or, The Huguenots in Florida. A Series
 of Sketches, Picturesque and Historical, of the Colonies of
 Coligni, in North America, 1562-1570 (1850)",1850,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Marie de Berniere: A Tale of the Crescent City. (1853): a
 machine-readable transcript",1853,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
Martin Faber (1833),1833,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Mellichampe: A Legend of the Santee, Volume 1 (1836)",1836,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Mellichampe: A Legend of the Santee, Volume 2 (1836)",1836,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Partisan: A Tale of the Revolution, Volume 1 (1835)",1835,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Partisan: A Tale of the Revolution, Volume 2 (1835)",1835,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
Jane Talbot . . . (1801),1801,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"Pelayo: A Story of the Goth, Volume 1 (1838)",1838,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Pelayo: A Story of the Goth, Volume 2 (1838)",1838,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
The Prima Donna: A Passage from City Life (1844),1844,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Richard Hurdis, volume 1 (1838)",1838,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Richard Hurdis, volume 2 (1838)",1838,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Southward Ho! A Spell of Sunshine. (1854): a
 machine-readable transcript",1854,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"Vasconselos: A Romance of the New World. By Frank Cooper.
 (1853): a machine-readable transcript",1853,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Wigwam and the Cabin, volume 1 (1845)",1845,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Wigwam and the Cabin, volume 2 (1845)",1845,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Yemassee: A Romance of Carolina, Volume 1 . . . (1835)",1835,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Novels . . . (1827): a machine-readable
 transcript",1827,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"The Yemassee: A Romance of Carolina, Volume 2 . . . (1835)",1835,"Simms, William Gilmore, 1806-1870",,,,,,,,,,,,,,,,,,,,,
"The Forsaken: A Tale, Volume 1 (1831)",1831,"Smith, Richard Penn, 1799-1854",,,,,,,,,,,,,,,,,,,,,
"The Forsaken: A Tale, Volume 2 (1831)",1831,"Smith, Richard Penn, 1799-1854",,,,,,,,,,,,,,,,,,,,,
"John Smith's [pseud] Letters, with \""Picters\"" to Match
 (1839)",1839,"Smith, Seba, 1792-1868",,,,,,,,,,,,,,,,,,,,,
"May-Day in New York; or, House-Hunting and Moving; Illustrated
 and Explained in Letters to Aunt Keziah. By Major Jack Downing
 [pseud] (1845)",1845,"Smith, Seba, 1792-1868",,,,,,,,,,,,,,,,,,,,,
"My Thirty Years Out of the Senate. By Major Jack Downing.
 (1859): a machine-readable transcript",1859,"Smith, Seba, 1792-1868",,,,,,,,,,,,,,,,,,,,,
"The Novels . . . (1827): a machine-readable
 transcript",1827,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
Azarian: An Episode. (1864): a machine-readable transcript,1864,"Spofford, Harriet Elizabeth Prescott, 1835-1921",,,,,,,,,,,,,,,,,,,,,
"Sir Rohan's Ghost. A Romance. (1860): a
 machine-readable transcript",1860,"Spofford, Harriet Elizabeth Prescott, 1835-1921",,,,,,,,,,,,,,,,,,,,,
"The Thief in the Night. (1872): a machine-readable
 transcript",1872,"Spofford, Harriet Elizabeth Prescott, 1835-1921",,,,,,,,,,,,,,,,,,,,,
"The Morgesons. (1862): a machine-readable
 transcript",1862,"Stoddard, Elizabeth Drew Barstow, 1823-1902",,,,,,,,,,,,,,,,,,,,,
"Temple House: A Novel. (1867): a machine-readable
 transcript",1867,"Stoddard, Elizabeth Drew Barstow, 1823-1902",,,,,,,,,,,,,,,,,,,,,
The Novels . . . (1827): a machine-readable transcript,1827,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"Two Men: A Novel. (1865): a machine-readable
 transcript",1865,"Stoddard, Elizabeth Drew Barstow, 1823-1902",,,,,,,,,,,,,,,,,,,,,
"Agnes of Sorrento. (1862): a machine-readable
 transcript",1862,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"Dred: A Tale of the Great Dismal Swamp (1856) [Volume 1]: a
 machine-readable transcript",1856,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"Dred: A Tale of the Great Dismal Swamp (1856) [Volume 1]: a
 machine-readable transcript",1856,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"House and Home Papers. By Christopher Crowfield (pseud.)
 (1865): a machine-readable transcript",1865,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"The Minister's Wooing. (1859): a machine-readable
 transcript",1859,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"My Wife and I: or, Harry Henderson's History. (1871)",1871,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"The Novels . . . (1827): a machine-readable
 transcript",1827,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"Oldtown Folks. (1869): a machine-readable
 transcript",1869,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"The Pearl of Orr's Island: A Story of the Coast of Maine.
 (1862): a machine-readable transcript",1862,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"Pink and White Tyranny. A Society Novel. (1871): a
 machine-readable transcript",1871,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"The Two Altars; or, Two Pictures in One. (1852): a
 machine-readable transcript",1852,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"Uncle Tom's Cabin; or, Life among the Lowly (1852) [Volume 1]:
 a machine-readable transcript",1852,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"Uncle Tom's Cabin; or, Life among the Lowly (1852) [Volume 2]:
 a machine-readable transcript",1852,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"We and Our Neighbors: or, The Records of an Unfashionable
 Street. (Sequel to \""My Wife and I.\"") A Novel. (1875): a
 machine-readable transcript",1875,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,,,,,,,,,,,,
"Beauty and the Beast: and Tales of Home. (1872): a
 machine-readable transcript",1872,"Taylor, Bayard, 1825-1878",,,,,,,,,,,,,,,,,,,,,
"Hannah Thurston: A Story of American Life. (1863): a
 machine-readable transcript",1863,"Taylor, Bayard, 1825-1878",,,,,,,,,,,,,,,,,,,,,
"The Novels . . . (1827): a machine-readable
 transcript",1827,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"John Godfrey's Fortunes; Related by Himself. A Story of
 American Life. (1864): a machine-readable
 transcript",1864,"Taylor, Bayard, 1825-1878",,,,,,,,,,,,,,,,,,,,,
"Joseph and His Friend: A Story of Pennsylvania. (1870): a
 machine-readable transcript",1870,"Taylor, Bayard, 1825-1878",,,,,,,,,,,,,,,,,,,,,
"The Story of Kennett. (1866): a machine-readable
 transcript",1866,"Taylor, Bayard, 1825-1878",,,,,,,,,,,,,,,,,,,,,
"Clinton Bradshaw; or, The Adventures of a Lawyer, Volume 1
 (1835)",1835,"Thomas, Frederick W. (Frederick William), 1806-1866",,,,,,,,,,,,,,,,,,,,,
"Clinton Bradshaw; or, The Adventures of a Lawyer, Volume 2
 (1835)",1835,"Thomas, Frederick W. (Frederick William), 1806-1866",,,,,,,,,,,,,,,,,,,,,
"East and West, Volume 1 (1836)",1836,"Thomas, Frederick W. (Frederick William), 1806-1866",,,,,,,,,,,,,,,,,,,,,
"East and West, Volume 2 (1836)",1836,"Thomas, Frederick W. (Frederick William), 1806-1866",,,,,,,,,,,,,,,,,,,,,
"Howard Pinckney, Volume 1 (1840)",1840,"Thomas, Frederick W. (Frederick William), 1806-1866",,,,,,,,,,,,,,,,,,,,,
"Howard Pinckney, Volume 2 (1840)",1840,"Thomas, Frederick W. (Frederick William), 1806-1866",,,,,,,,,,,,,,,,,,,,,
"Out of His Head. A Romance. [Also, Paul Lynde's Sketch Book].
 (1862)",1862,"Aldrich, Thomas Bailey, 1836-1907",,,,,,,,,,,,,,,,,,,,,
"The Novels . . . (1827): a machine-readable
 transcript",1827,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"The Adventures of Timothy Peacock, Esquire; or, Freemasonry
 Practically Illustrated . . . By a Member of the Vermont Bar
 (1835)",1835,"Thompson, Daniel P. (Daniel Pierce), 1795-1868",,,,,,,,,,,,,,,,,,,,,
"Centeola; and Other Tales. (1864): a
 machine-readable transcript",1864,"Thompson, Daniel P. (Daniel Pierce), 1795-1868",,,,,,,,,,,,,,,,,,,,,
"The Doomed Chief; or, Two Hundred Years Ago. (1860): a
 machine-readable transcript",1860,"Thompson, Daniel P. (Daniel Pierce), 1795-1868",,,,,,,,,,,,,,,,,,,,,
"Gaut Gurley; or, The Trappers of Umbagog. A Tale of Border
 Life. (1857): a machine-readable transcript",1857,"Thompson, Daniel P. (Daniel Pierce), 1795-1868",,,,,,,,,,,,,,,,,,,,,
"Locke Amsden; or, The Schoolmaster (1847)",1847,"Thompson, Daniel P. (Daniel Pierce), 1795-1868",,,,,,,,,,,,,,,,,,,,,
"Lucy Hosmer; or, The Guardian and Ghost. A Tale of Avarice and
 Crime Defeated (1848)",1848,"Thompson, Daniel P. (Daniel Pierce), 1795-1868",,,,,,,,,,,,,,,,,,,,,
"The Novels . . . (1827): a machine-readable
 transcript",1827,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"The Rangers, or, The Tory's Daughter. A Tale, Illustrative of
 the Revolutionary History of Vermont, and the Northern Campaign of
 1777. (1851) [Volume 1]: a machine-readable
 transcript",1851,"Thompson, Daniel P. (Daniel Pierce), 1795-1868",,,,,,,,,,,,,,,,,,,,,
"The Rangers, or, The Tory's Daughter. A Tale, Illustrative of
 the Revolutionary History of Vermont, and the Northern Campaign of
 1777. (1851) [Volume 2]: a machine-readable
 transcript",1851,"Thompson, Daniel P. (Daniel Pierce), 1795-1868",,,,,,,,,,,,,,,,,,,,,
"The Shaker Lovers, and Other Tales (1848)",1848,"Thompson, Daniel P. (Daniel Pierce), 1795-1868",,,,,,,,,,,,,,,,,,,,,
"The Master's House: A Tale of Southern Life (1854)(1854): a
 machine-readable transcript",1854,"Thorpe, Thomas Bangs, 1815-1878",,,,,,,,,,,,,,,,,,,,,
"Ormond; or, The Secret Witness . . . (1799)",1799,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
"The Deserted Family; or, Wanderings of an Outcast. By Paul
 Creyton. (pseud). (1853)",1853,"Trowbridge, J. T. (John Townsend), 1827-1916",,,,,,,,,,,,,,,,,,,,,
"Lucy Arlyn. (1866): a machine-readable
 transcript",1866,"Trowbridge, J. T. (John Townsend), 1827-1916",,,,,,,,,,,,,,,,,,,,,
"Martin Merrivale: His X Mark. By Paul Creyton (pseud.) (1854):
 a machine-readable transcript",1854,"Trowbridge, J. T. (John Townsend), 1827-1916",,,,,,,,,,,,,,,,,,,,,
"Neighbor Jackwood. By Paul Creyton (pseud.). (1857): a
 machine-readable transcript",1857,"Trowbridge, J. T. (John Townsend), 1827-1916",,,,,,,,,,,,,,,,,,,,,
Neighbors' Wives. (1867),1867,"Trowbridge, J. T. (John Townsend), 1827-1916",,,,,,,,,,,,,,,,,,,,,
Wieland (1798),1798,"Brown, Charles Brockden, 1771-1810",,,,,,,,,,,,,,,,,,,,,
Neighbors' Wives. (1867),1867,"Trowbridge, J. T. (John Townsend), 1827-1916",,,,,,,,,,,,,,,,,,,,,
Isabel; or Sicily. A Pilgrimage (1839),1839,"Tuckerman, Henry T. (Henry Theodore), 1813-1871",,,,,,,,,,,,,,,,,,,,,
"George Balcombe, Volume 1 (1836)",1836,"Tucker, Nathaniel",,,,,,,,,,,,,,,,,,,,,
"George Balcombe, Volume 2 (1836)",1836,"Tucker, Nathaniel",,,,,,,,,,,,,,,,,,,,,
"The Partisan Leader: A Tale of the Future. By Edward William
 Sidney [pseud], Volume 1 (1836)",1836,"Tucker, Nathaniel",,,,,,,,,,,,,,,,,,,,,
"The Partisan Leader: A Tale of the Future. By Edward William
 Sidney [pseud], Volume 2 (1836)",1836,"Tucker, Nathaniel",,,,,,,,,,,,,,,,,,,,,
The Gilded Age: A Tale of To-Day. (1873),1873,"Twain, Mark, 1835-1910",,,,,,,,,,,,,,,,,,,,,
"Mark Twain's Sketches, New and Old. (1875)",1875,"Twain, Mark, 1835-1910",,,,,,,,,,,,,,,,,,,,,
Roughing It. (1872),1872,"Twain, Mark, 1835-1910",,,,,,,,,,,,,,,,,,,,,
"The Algerine Captive; or, The Life and Adventures of Doctor
 Updike Underhill, Six Years a Prisoner among the Algerines, Volume 1 (1797)",1797,"Tyler, Royall, 1757-1826",,,,,,,,,,,,,,,,,,,,,
"The Algerine Captive; or, The Life and Adventures of Doctor
 Updike Underhill, Six Years a Prisoner among the Algerines, Volume 2 (1797)",1797,"Tyler, Royall, 1757-1826",,,,,,,,,,,,,,,,,,,,,
"The Yankey in London: Being the First Part of a Series of
 Letters Written by an American Youth, during Nine Months Residence
 in the City of London Volume I (1809)",1809,"Tyler, Royall, 1757-1826",,,,,,,,,,,,,,,,,,,,,
"The Fair God; or, The Last of the 'Tzins. A Tale of the
 Conquest of Mexico. (1873): a machine-readable
 transcript",1873,"Wallace, Lew, 1827-1905",,,,,,,,,,,,,,,,,,,,,
"Artemus Ward in London, and Other Papers. (1867)",1867,"Ward, Artemus, 1834-1867",,,,,,,,,,,,,,,,,,,,,
"Artemus Ward, His Book. (1862)",1862,"Ward, Artemus, 1834-1867",,,,,,,,,,,,,,,,,,,,,
Artemus Ward; His Travels. (1865),1865,"Ward, Artemus, 1834-1867",,,,,,,,,,,,,,,,,,,,,
"The Gates Ajar (1869): a machine-readable
 transcript",1869,"Ward, Elizabeth Stuart Phelps, 1844-1911",,,,,,,,,,,,,,,,,,,,,
Hedged In (1870): a machine-readable transcript,1870,"Ward, Elizabeth Stuart Phelps, 1844-1911",,,,,,,,,,,,,,,,,,,,,
"Men, Women, and Ghosts. (1869)",1869,"Ward, Elizabeth Stuart Phelps, 1844-1911",,,,,,,,,,,,,,,,,,,,,
The Silent Partner. (1871),1871,"Ward, Elizabeth Stuart Phelps, 1844-1911",,,,,,,,,,,,,,,,,,,,,
"Julian; or, Scenes in Judea, Volume 1 (1841)",1841,"Ware, William, 1797-1852",,,,,,,,,,,,,,,,,,,,,
"Julian; or, Scenes in Judea, Volume 2 (1841)",1841,"Ware, William, 1797-1852",,,,,,,,,,,,,,,,,,,,,
"The Power of Sympathy; or, The Triumph of Nature . . . Volume 2
 (1789)",1789,"Brown, William Hill, 1765-1793",,,,,,,,,,,,,,,,,,,,,
"Dollars and Cents (1852): a machine-readable
 transcript [Volume 2]",1852,"Warner, Anna Bartlett, 1827-1915",,,,,,,,,,,,,,,,,,,,,
"Dollars and Cents. (1852) [Volume 1]: a
 machine-readable transcript",1852,"Warner, Anna Bartlett, 1827-1915",,,,,,,,,,,,,,,,,,,,,
"Leaves from Margaret Smith's Journal in the Province of
 Massachussetts Bay, 1678-9 (1849)",1849,"Whittier, John Greenleaf, 1807-1892",,,,,,,,,,,,,,,,,,,,,
Legends of New England (1831),1831,"Whittier, John Greenleaf, 1807-1892",,,,,,,,,,,,,,,,,,,,,
Dashes at Life with a Free Pencil (1845),1845,"Willis, Nathaniel Parker, 1806-1867",,,,,,,,,,,,,,,,,,,,,
"Fun-Jottings; or, Laughs I Have Taken A Pen To (1853): a
 machine-readable transcript",1853,"Willis, Nathaniel Parker, 1806-1867",,,,,,,,,,,,,,,,,,,,,
Clotelle: A Tale of the Southern States. (1864),1864,"Brown, William Wells, 1815-1884.",,,,,,,,,,,,,,,,,,,,,
"Inklings of Adventure, Volume 1 (1836)",1836,"Willis, Nathaniel Parker, 1806-1867",,,,,,,,,,,,,,,,,,,,,
"Inklings of Adventure, Volume 2 (1836)",1836,"Willis, Nathaniel Parker, 1806-1867",,,,,,,,,,,,,,,,,,,,,
"Paul Fane; or, Parts of a Life Else Untold. A Novel (1857): a
 machine-readable transcript",1857,"Willis, Nathaniel Parker, 1806-1867",,,,,,,,,,,,,,,,,,,,,
"People I Have Met; or, Pictures of Society and People of Mark,
 Drawn under a Thin Veil of Fiction (1850)",1850,"Willis, Nathaniel Parker, 1806-1867",,,,,,,,,,,,,,,,,,,,,
Romance of Travel (1840),1840,"Willis, Nathaniel Parker, 1806-1867",,,,,,,,,,,,,,,,,,,,,
"Cecil Dreeme (1861): a machine-readable
 transcript",1861,"Winthrop, Theodore, 1828-1861",,,,,,,,,,,,,,,,,,,,,
"Edwin Brothertoft (1862): a machine-readable
 transcript",1862,"Winthrop, Theodore, 1828-1861",,,,,,,,,,,,,,,,,,,,,
The Skeleton's Cave (1832),1832,"Bryant, William Cullen, 1794-1878",,,,,,,,,,,,,,,,,,,,,
"John Brent (1862): a machine-readable
 transcript",1862,"Winthrop, Theodore, 1828-1861",,,,,,,,,,,,,,,,,,,,,
"Life in the Open Air, and Other Papers (1863): a
 machine-readable transcript",1863,"Winthrop, Theodore, 1828-1861",,,,,,,,,,,,,,,,,,,,,
"Castle Nowhere: Lake-Country Sketches (1875): a
 machine-readable transcript",1875,"Woolson, Constance Fenimore, 1840-1894",,,,,,,,,,,,,,,,,,,,,
A Volume from the Life of Herbert Barclay (1833),1833,"Calvert, George Henry, 1803-1889",,,,,,,,,,,,,,,,,,,,,
"The Cavaliers of Virginia; or, The Recluse of Jamestown. An
 Historical Romance of the Old Dominion Volume 1 (1834-35)",1835,"Caruthers, William Alexander, 1802-1846",,,,,,,,,,,,,,,,,,,,,
"The Cavaliers of Virginia; or, The Recluse of Jamestown. An
 Historical Romance of the Old Dominion Volume 2 (1834-35)",1835,"Caruthers, William Alexander, 1802-1846",,,,,,,,,,,,,,,,,,,,,
"The Kentuckian in New York; or, The Adventures of Three
 Southerns. By a Virginian; Volume 1 (1834)",1834,"Caruthers, William Alexander, 1802-1846",,,,,,,,,,,,,,,,,,,,,
"The Kentuckian in New York; or, The Adventures of Three
 Southerns. By a Virginian; Volume 2 (1834)",1834,"Caruthers, William Alexander, 1802-1846",,,,,,,,,,,,,,,,,,,,,
"The Knights of the Horse-shoe: A Traditionary Tale of the
 Cocked Hat Gentry in the Old Dominion (1845)",1845,"Caruthers, William Alexander, 1802-1846",,,,,,,,,,,,,,,,,,,,,
The Adopted Daughter: and Other Tales. (1859),1859,"Cary, Alice, 1820-1871",,,,,,,,,,,,,,,,,,,,,
The Bishop's Son. (1867),1867,"Cary, Alice, 1820-1871",,,,,,,,,,,,,,,,,,,,,
